customer_id,month,data_gb,voice_min,intl_min,sms_count,revenue_inr,failed_payment_count,days_active
SUB102243,2026-05,1.88,206,2,12,255.87,0,26
SUB102675,2026-02,5.66,433,2,7,107.12,0,30
SUB103128,2026-04,4.84,110,1,9,153.74,0,28
SUB101462,2026-05,1.34,77,1,7,177.46,1,26
SUB100801,2026-07,0.94,58,1,10,141.88,0,29
SUB100014,2026-07,0.93,429,2,20,195.5,0,29
SUB102508,2026-05,25.23,174,1,12,315.78,0,29
SUB100362,2026-07,0.73,207,2,2,233.01,0,27
SUB100168,2026-02,7.59,213,2,17,179.55,0,30
SUB100614,2026-02,5.46,201,2,16,183.71,0,29
SUB102445,2026-06,14.59,668,5,14,342.12,0,27
SUB101773,2026-05,1.79,196,3,21,138.29,0,27
SUB102505,2026-03,3.97,422,3,16,297.16,0,27
SUB100559,2026-05,7.69,242,3,6,238.72,0,29
SUB100836,2026-02,15.04,228,0,8,325.88,0,26
SUB101521,2026-07,2.19,232,2,6,174.97,0,26
SUB100539,2026-03,8.28,136,1,12,154.31,1,30
SUB100918,2026-07,22.97,19,2,11,504.28,0,27
SUB101939,2026-07,12.57,231,4,13,282.41,0,30
SUB100190,2026-02,2.81,199,0,9,122.9,0,28
SUB100108,2026-02,6.24,669,1,7,226.07,0,29
SUB101237,2026-06,8.2,197,3,4,447.34,0,28
SUB101920,2026-06,5.56,235,3,5,226.81,0,28
SUB102973,2026-05,10.21,138,0,10,312.38,0,27
SUB101013,2026-04,1.43,147,4,6,323.51,0,29
SUB102415,2026-02,1.32,364,1,3,101.25,0,30
SUB102875,2026-02,3.68,113,3,12,228.75,0,28
SUB102342,2026-05,6.28,412,0,17,219.5,0,27
SUB102804,2026-07,2.4,212,5,16,158.49,0,30
SUB102434,2026-04,3.43,242,0,15,129.28,0,30
SUB100488,2026-03,8.36,425,1,8,353.82,0,28
SUB102760,2026-02,5.48,75,2,6,159.45,0,30
SUB100042,2026-04,14.53,63,1,4,397.92,0,29
SUB100434,2026-07,1.58,63,1,17,244.61,0,27
SUB100821,2026-07,3.21,152,1,17,206.66,0,29
SUB101490,2026-04,1.06,142,1,10,141.95,0,30
SUB102207,2026-05,7.48,83,4,8,286.07,0,29
SUB102238,2026-05,14.55,406,0,18,,0,28
SUB102425,2026-07,26.54,112,2,17,473.5,0,29
SUB100636,2026-07,7.3,202,4,9,214.37,0,27
SUB102883,2026-03,6.52,199,2,12,194.91,1,29
SUB100789,2026-03,4.76,121,2,15,180.83,0,26
SUB102628,2026-05,1.9,77,1,16,140.44,0,28
SUB103028,2026-05,4.08,421,1,8,202.68,0,29
SUB100127,2026-05,21.57,429,1,6,375.56,0,27
SUB102783,2026-05,3.54,101,2,16,99.57,0,27
SUB100514,2026-03,4.88,48,2,6,66.12,0,26
SUB102356,2026-07,11.55,145,2,13,197.3,0,26
SUB102107,2026-07,1.51,263,2,5,159.83,0,26
SUB100348,2026-02,3.8,97,1,5,161.42,0,30
SUB102977,2026-06,1.6,55,3,9,109.8,0,30
SUB100397,2026-07,8.81,172,1,6,244.39,0,30
SUB102391,2026-05,0.95,36,3,6,90.29,0,30
SUB100799,2026-05,7.83,197,1,13,383.11,0,29
SUB103127,2026-05,11.99,122,0,9,337.24,1,26
SUB102355,2026-07,0.78,71,1,17,268.21,0,30
SUB100873,2026-07,20.72,98,1,15,327.22,0,29
SUB101443,2026-02,6.66,152,2,23,333.16,0,27
SUB100313,2026-03,0.81,123,2,9,174.9,0,28
SUB100506,2026-03,13.2,72,0,14,232.13,0,27
SUB102108,2026-07,9.35,156,0,23,307.23,0,30
SUB100106,2026-07,6.3,95,3,6,153.33,0,28
SUB102214,2026-06,4.4,301,2,18,262.53,0,28
SUB100406,2026-05,5.24,202,3,10,199.41,0,30
SUB101580,2026-04,2.34,681,4,9,208.8,0,28
SUB102363,2026-06,1.75,211,2,6,181.06,0,30
SUB103158,2026-05,5.15,523,1,14,150.21,0,27
SUB101194,2026-04,22.52,152,0,8,493.71,0,28
SUB100117,2026-07,1.1,220,1,10,197.07,0,28
SUB100655,2026-04,9.69,529,2,9,268.42,0,29
SUB100874,2026-06,4.53,266,1,15,230.97,0,26
SUB103034,2026-02,6.75,252,3,16,195.02,0,30
SUB100053,2026-04,6.57,311,4,9,299.2,0,29
SUB101504,2026-05,3.18,252,1,12,130.85,0,27
SUB102886,2026-02,13.57,127,2,4,347.53,0,26
SUB102004,2026-03,24.42,217,3,6,362.07,0,30
SUB102593,2026-02,7.32,190,3,12,375.33,0,30
SUB102798,2026-02,2.2,24,4,5,71.81,0,29
SUB100920,2026-04,7.49,274,1,8,335.79,0,28
SUB100035,2026-02,8.42,69,1,16,156.95,0,27
SUB101440,2026-07,35.67,371,2,5,564.05,0,27
SUB102115,2026-07,0.68,104,0,13,126.36,0,30
SUB102045,2026-05,10.56,54,2,8,376.62,0,30
SUB101467,2026-06,6.13,72,1,12,186.18,0,27
SUB102648,2026-07,3.4,228,3,12,159.69,0,27
SUB101277,2026-02,5.12,232,3,12,193.53,0,27
SUB101952,2026-05,14.04,527,5,7,431.67,0,26
SUB102608,2026-04,8.73,411,2,15,195.0,0,30
SUB100902,2026-04,3.14,31,2,9,164.34,0,26
SUB101914,2026-05,10.86,256,1,13,207.9,0,30
SUB103157,2026-03,5.33,227,1,10,193.61,0,28
SUB102058,2026-04,13.26,42,3,5,277.87,0,29
SUB102116,2026-02,3.36,112,1,13,149.65,0,27
SUB102636,2026-05,11.85,61,1,8,267.1,0,26
SUB100011,2026-06,7.08,227,1,16,449.6,0,27
SUB100574,2026-02,5.98,122,3,10,434.58,0,30
SUB101478,2026-07,6.75,256,1,10,174.32,1,28
SUB100887,2026-06,4.41,235,0,8,213.34,0,28
SUB103019,2026-04,5.37,157,3,7,203.74,0,27
SUB103007,2026-07,1.64,241,2,18,210.58,0,27
SUB101622,2026-07,5.03,178,2,9,209.46,0,26
SUB102055,2026-03,1.36,265,0,9,88.99,0,27
SUB101519,2026-05,5.33,136,4,7,362.08,0,28
SUB102231,2026-07,11.63,407,1,9,259.48,0,28
SUB102178,2026-03,5.48,150,4,7,133.64,0,27
SUB101690,2026-04,13.49,153,1,2,331.23,0,26
SUB102903,2026-07,22.88,73,1,14,456.91,0,29
SUB100344,2026-07,6.39,241,3,14,248.22,0,27
SUB101043,2026-03,4.01,627,2,5,279.64,1,29
SUB100193,2026-07,4.41,185,3,4,142.78,0,26
SUB102287,2026-02,1.83,98,1,17,,0,29
SUB100605,2026-07,12.31,73,1,16,360.0,2,30
SUB102738,2026-03,1.41,324,1,9,124.26,0,29
SUB102935,2026-04,5.53,133,3,10,139.17,0,30
SUB101963,2026-02,4.12,325,4,10,232.77,0,27
SUB102455,2026-02,7.09,54,1,12,292.29,0,29
SUB100789,2026-02,6.47,186,3,10,177.75,0,29
SUB102768,2026-02,7.41,151,1,11,210.76,0,26
SUB101690,2026-02,15.49,258,2,5,336.51,0,28
SUB102308,2026-06,4.15,198,1,13,252.02,0,27
SUB100082,2026-04,10.09,545,0,26,200.75,0,28
SUB100410,2026-07,49.01,384,3,15,631.48,0,30
SUB100084,2026-04,0.99,64,2,17,130.98,0,26
SUB101251,2026-05,12.74,311,2,8,205.2,1,29
SUB101942,2026-04,3.54,226,1,1,329.1,0,28
SUB100400,2026-02,23.1,134,1,7,411.54,0,26
SUB100784,2026-04,38.9,108,3,5,475.14,0,28
SUB103142,2026-03,2.08,46,0,6,218.33,0,30
SUB100978,2026-04,16.65,280,7,21,484.2,0,30
SUB102689,2026-05,15.79,54,2,9,301.05,0,27
SUB100358,2026-07,6.66,268,2,14,358.36,0,26
SUB100091,2026-04,13.22,11,0,13,218.76,1,28
SUB101696,2026-04,13.68,263,0,7,332.88,0,26
SUB103046,2026-02,7.72,449,1,7,321.99,0,28
SUB102725,2026-02,6.59,32,3,14,293.52,0,28
SUB101982,2026-04,4.38,144,3,25,217.89,0,28
SUB101788,2026-06,1.75,125,2,10,176.14,0,27
SUB100141,2026-04,5.94,115,2,10,284.62,0,26
SUB101492,2026-07,0.69,89,1,6,179.38,0,26
SUB102581,2026-03,1.79,129,4,3,135.62,0,26
SUB102449,2026-06,4.38,299,0,5,169.29,0,27
SUB102266,2026-07,3.02,324,4,6,126.77,0,27
SUB102558,2026-02,2.05,158,3,9,249.76,0,29
SUB102547,2026-06,6.42,125,3,7,109.65,0,29
SUB103135,2026-07,1.52,88,1,14,119.48,1,28
SUB103125,2026-07,11.18,718,2,10,169.98,0,26
SUB100336,2026-05,5.25,156,1,14,255.31,0,26
SUB102446,2026-03,13.91,169,3,9,352.88,0,28
SUB100654,2026-04,15.28,145,0,9,238.12,0,27
SUB101283,2026-04,26.95,348,0,13,109.18,0,29
SUB100511,2026-02,3.61,196,1,4,272.05,0,29
SUB102268,2026-06,6.09,214,2,9,242.15,0,26
SUB102513,2026-06,7.61,278,2,5,214.53,0,27
SUB100173,2026-06,4.85,369,3,7,143.1,0,28
SUB102412,2026-04,12.09,86,4,12,240.32,0,26
SUB101974,2026-02,2.36,265,1,10,223.48,0,30
SUB100201,2026-04,43.5,293,2,8,450.25,0,30
SUB102380,2026-03,9.02,154,4,23,292.86,0,28
SUB102684,2026-02,11.86,286,0,24,380.87,0,27
SUB103023,2026-02,7.31,76,3,4,338.01,0,26
SUB101182,2026-07,1.01,430,2,9,212.17,0,30
SUB100711,2026-02,7.74,234,3,7,256.39,0,30
SUB101525,2026-04,9.0,573,1,8,296.12,0,28
SUB101982,2026-06,4.34,133,1,26,236.86,0,27
SUB100733,2026-03,6.58,262,2,12,254.1,1,27
SUB100624,2026-03,8.84,139,6,7,234.48,0,27
SUB101269,2026-05,25.09,166,0,17,516.14,0,30
SUB100726,2026-04,4.87,95,1,13,144.32,1,26
SUB101754,2026-04,1.2,73,0,4,249.38,0,26
SUB100248,2026-06,4.66,361,2,15,206.53,0,30
SUB101969,2026-03,10.34,352,0,8,269.62,0,30
SUB102980,2026-04,11.49,152,2,8,258.9,0,27
SUB101451,2026-05,4.87,346,2,15,138.47,0,28
SUB102578,2026-04,1.39,498,3,5,219.49,0,26
SUB101489,2026-02,5.77,225,2,15,126.78,0,27
SUB101893,2026-06,5.09,241,2,21,239.25,0,30
SUB102833,2026-06,13.0,373,5,5,419.34,0,26
SUB101438,2026-03,1.79,494,1,9,229.59,0,27
SUB102683,2026-06,2.44,398,1,10,241.29,0,26
SUB101517,2026-06,5.43,83,2,15,186.34,0,28
SUB101476,2026-04,5.47,387,0,12,257.65,0,28
SUB100437,2026-03,11.0,501,2,2,259.9,1,28
SUB100147,2026-07,5.69,141,4,16,210.12,0,28
SUB101621,2026-02,1.77,89,1,8,224.88,0,26
SUB102771,2026-03,9.03,619,1,18,504.28,1,30
SUB103110,2026-05,5.17,609,3,13,311.44,0,28
SUB101762,2026-03,16.74,181,2,17,294.99,0,30
SUB102097,2026-07,6.79,79,2,12,311.63,0,26
SUB100092,2026-03,1.67,81,0,10,120.53,0,27
SUB100233,2026-06,5.97,300,4,7,169.24,1,27
SUB102706,2026-06,8.68,402,1,8,322.62,0,27
SUB102142,2026-04,10.44,125,4,18,256.15,1,28
SUB101452,2026-05,3.83,120,1,8,302.12,0,29
SUB100336,2026-03,5.6,210,1,15,242.16,0,27
SUB102185,2026-04,12.84,110,2,12,386.01,1,28
SUB102323,2026-02,0.98,274,3,20,168.45,0,29
SUB102151,2026-05,1.52,193,2,18,119.82,0,27
SUB102235,2026-02,23.26,291,4,6,377.73,0,26
SUB102755,2026-06,1.96,72,0,10,265.29,0,26
SUB102896,2026-06,1.11,82,3,12,135.99,0,26
SUB100047,2026-04,4.6,465,2,14,268.62,0,26
SUB101724,2026-06,4.97,309,3,9,162.02,0,27
SUB100872,2026-06,12.13,236,1,12,350.21,0,27
SUB102412,2026-03,17.96,94,2,19,237.76,0,27
SUB102723,2026-06,10.09,312,0,16,355.64,1,29
SUB101008,2026-07,2.47,360,2,9,157.17,0,27
SUB101314,2026-06,16.71,174,2,12,278.1,0,28
SUB101252,2026-07,2.62,209,1,19,219.61,0,30
SUB101122,2026-07,11.66,151,2,15,203.51,0,26
SUB100406,2026-04,4.51,380,2,6,205.06,1,26
SUB102724,2026-02,19.18,59,5,7,326.47,0,28
SUB102483,2026-02,5.88,78,1,13,286.92,0,26
SUB103173,2026-06,5.09,102,3,12,322.37,0,28
SUB101588,2026-02,8.67,604,2,17,258.28,0,28
SUB101730,2026-06,4.2,648,6,9,202.13,0,26
SUB100287,2026-03,1.88,405,2,10,140.87,1,26
SUB100199,2026-03,9.48,211,3,14,253.26,0,30
SUB100725,2026-07,14.21,244,0,15,216.53,0,28
SUB100974,2026-05,0.75,97,2,8,84.13,0,26
SUB100696,2026-05,22.74,272,3,8,376.94,0,27
SUB102485,2026-04,0.15,53,2457,3,217.66,0,30
SUB102607,2026-05,7.4,883,4,8,389.45,2,30
SUB102664,2026-02,24.83,243,3,16,360.31,0,29
SUB102470,2026-05,1.75,267,2,12,208.95,0,27
SUB102455,2026-06,8.01,60,1,6,282.39,0,28
SUB101687,2026-05,11.52,31,1,6,356.97,0,30
SUB102724,2026-03,20.8,59,1,10,352.36,0,28
SUB102669,2026-02,9.61,416,2,4,371.23,0,27
SUB102581,2026-07,2.56,99,0,4,113.86,0,27
SUB102106,2026-05,7.19,118,2,10,236.53,1,30
SUB100715,2026-05,7.52,72,3,10,,0,30
SUB101742,2026-06,6.81,728,2,2,200.95,0,30
SUB101524,2026-02,11.56,373,2,25,307.76,0,27
SUB100195,2026-06,12.83,299,3,7,340.68,0,26
SUB103046,2026-03,7.67,486,1,12,280.02,0,28
SUB101112,2026-02,3.42,760,2,7,244.77,1,26
SUB101282,2026-02,17.44,364,2,9,414.37,0,29
SUB102875,2026-07,4.59,73,3,17,317.76,0,30
SUB101116,2026-06,5.46,172,2,14,197.92,0,28
SUB100649,2026-02,17.5,228,2,18,424.02,0,29
SUB101251,2026-06,13.24,428,1,10,238.3,0,28
SUB101609,2026-04,8.22,154,1,9,228.48,0,26
SUB100267,2026-06,4.24,54,0,6,299.36,0,26
SUB103198,2026-03,1.88,219,4,10,284.63,0,26
SUB100422,2026-05,4.4,231,1,11,168.79,0,26
SUB102631,2026-02,15.95,631,2,16,232.67,0,30
SUB102338,2026-04,1.09,85,3,9,78.36,0,28
SUB102995,2026-02,1.15,319,2,10,185.37,0,26
SUB100132,2026-07,5.31,515,2,13,177.9,0,28
SUB100028,2026-07,1.3,494,4,15,151.98,0,26
SUB101848,2026-02,21.64,682,4,9,325.77,0,29
SUB102354,2026-03,18.67,146,4,7,397.16,0,30
SUB101292,2026-06,8.17,322,2,6,213.71,0,26
SUB103189,2026-06,0.67,346,5,2,152.35,0,28
SUB100919,2026-02,1.14,185,2,11,131.07,0,27
SUB103044,2026-02,9.99,144,1,9,201.5,0,28
SUB100448,2026-03,43.71,516,1,13,441.23,0,27
SUB100100,2026-03,14.76,81,3,13,415.14,0,30
SUB101655,2026-05,15.87,412,1,15,323.14,0,30
SUB100841,2026-02,1.56,536,1,16,154.11,0,28
SUB101738,2026-04,3.85,472,5,8,87.35,1,28
SUB101091,2026-05,5.92,512,1,11,247.42,0,30
SUB103026,2026-05,3.09,127,5,16,84.72,1,27
SUB102495,2026-02,1.85,77,2,9,111.05,0,28
SUB101559,2026-06,2.49,170,2,7,145.0,1,27
SUB102164,2026-04,3.06,83,2,14,80.35,0,28
SUB102905,2026-06,24.4,310,2,13,488.31,0,29
SUB101634,2026-04,28.85,202,1,9,241.1,1,27
SUB102625,2026-05,28.6,175,0,11,543.02,0,28
SUB102992,2026-04,5.12,165,1,19,332.5,0,29
SUB100070,2026-07,5.97,135,3,9,180.67,2,30
SUB102075,2026-07,2.61,36,1,14,239.15,0,26
SUB100420,2026-05,5.93,97,2,8,220.67,0,26
SUB100478,2026-02,5.37,81,2,15,186.36,0,27
SUB100570,2026-06,7.26,282,4,10,229.58,0,26
SUB100499,2026-06,27.27,287,2,13,334.74,0,27
SUB101112,2026-03,6.05,594,5,7,198.4,0,30
SUB101470,2026-05,13.81,71,1,16,279.96,0,30
SUB101309,2026-04,4.79,50,5,23,276.44,0,28
SUB102005,2026-07,18.35,96,1,12,412.98,0,29
SUB102147,2026-05,20.67,21,2,4,418.28,0,28
SUB100905,2026-04,6.24,412,3,18,215.14,0,28
SUB101399,2026-07,6.35,120,2,23,100.92,0,27
SUB101412,2026-03,1.57,92,3,10,112.09,0,30
SUB100643,2026-02,12.28,396,5,6,243.06,0,29
SUB101985,2026-05,7.17,96,3,12,163.89,0,27
SUB102653,2026-04,6.59,496,3,10,313.85,0,27
SUB100419,2026-07,6.07,250,0,11,233.31,0,26
SUB102753,2026-04,2.0,109,3,16,110.6,1,29
SUB101872,2026-05,4.07,425,3,12,218.53,0,30
SUB102396,2026-02,10.21,146,1,9,262.07,0,30
SUB102160,2026-02,1.5,399,1,14,77.83,0,27
SUB102047,2026-06,1.06,192,3,6,182.54,0,27
SUB101045,2026-06,1.94,81,1,10,102.53,0,27
SUB100211,2026-02,15.19,383,2,6,494.87,0,27
SUB102526,2026-04,9.92,149,1,10,333.78,0,27
SUB101188,2026-03,6.63,196,3,6,108.59,0,27
SUB100448,2026-02,41.31,451,1,10,626.96,0,28
SUB100407,2026-03,5.28,167,4,10,200.08,0,29
SUB101184,2026-02,8.46,304,2,7,241.86,0,30
SUB101709,2026-05,9.33,139,4,6,238.67,0,28
SUB101851,2026-07,1.39,258,0,11,254.43,0,27
SUB102389,2026-03,16.28,232,2,5,311.58,0,30
SUB101781,2026-06,5.11,352,2,26,120.28,0,26
SUB102176,2026-07,7.94,324,4,7,316.14,0,28
SUB100037,2026-02,9.57,128,0,7,313.65,0,28
SUB101122,2026-03,15.34,188,4,14,317.18,0,29
SUB100547,2026-06,8.76,125,4,5,310.93,0,29
SUB100502,2026-06,1.92,19,3,3,115.71,0,28
SUB100266,2026-04,7.73,119,3,8,305.24,0,30
SUB103133,2026-03,2.06,479,4,21,145.08,1,28
SUB101385,2026-05,6.16,118,3,5,169.79,0,26
SUB102645,2026-07,2.43,163,1,15,158.05,0,26
SUB102354,2026-02,15.81,194,2,9,422.12,0,27
SUB100088,2026-03,12.76,357,1,7,510.37,0,26
SUB101988,2026-03,0.24,54,3344,10,280.82,0,27
SUB100881,2026-07,6.65,28,1,10,189.21,1,29
SUB100804,2026-02,21.2,60,2,7,533.53,0,30
SUB100206,2026-02,8.02,102,2,11,175.26,0,26
SUB101022,2026-04,10.74,168,0,7,181.36,0,28
SUB100840,2026-05,0.67,292,5,8,93.03,0,26
SUB102703,2026-03,6.26,177,2,7,194.08,0,30
SUB102458,2026-06,17.91,211,3,10,443.85,0,29
SUB100632,2026-06,1.29,88,4,10,113.7,0,29
SUB100933,2026-06,14.08,170,2,18,480.03,0,26
SUB102196,2026-05,4.21,136,3,11,198.53,0,27
SUB100539,2026-02,8.46,154,2,5,189.14,0,26
SUB102499,2026-05,8.42,175,5,5,342.13,0,26
SUB102514,2026-06,2.6,33,2,5,110.59,0,26
SUB101841,2026-06,7.86,204,0,4,132.78,0,28
SUB101337,2026-04,16.19,122,3,13,416.42,0,28
SUB101691,2026-04,3.84,1061,3,6,602.49,0,26
SUB102472,2026-02,7.36,92,1,6,183.75,0,29
SUB102334,2026-04,4.26,387,1,14,223.89,0,26
SUB103065,2026-04,2.99,49,3,8,164.86,0,27
SUB102860,2026-07,1.11,128,1,15,77.74,0,26
SUB102175,2026-04,2.62,533,4,17,203.04,0,28
SUB102777,2026-05,13.44,103,3,5,185.66,0,30
SUB102162,2026-07,2.36,748,1,7,272.75,0,30
SUB100828,2026-04,4.64,89,4,13,226.53,0,30
SUB101720,2026-07,5.45,191,4,5,181.83,0,30
SUB100482,2026-07,4.53,288,1,12,155.67,0,27
SUB100868,2026-04,7.0,317,1,7,134.6,0,26
SUB103068,2026-07,21.17,669,1,15,408.24,0,28
SUB101465,2026-07,11.79,48,0,13,210.36,0,30
SUB100027,2026-07,27.89,424,2,20,503.41,0,28
SUB102574,2026-06,4.26,494,2,5,269.72,1,27
SUB101880,2026-04,2.26,279,3,22,140.7,0,28
SUB101690,2026-07,27.36,187,1,4,336.7,0,28
SUB102283,2026-03,3.49,419,2,12,250.9,0,26
SUB101346,2026-05,9.12,121,5,8,227.18,1,26
SUB103162,2026-04,5.69,373,1,7,242.5,0,26
SUB101508,2026-04,1.19,222,3,7,170.68,1,30
SUB101363,2026-07,1.66,186,1,13,121.98,0,30
SUB102734,2026-07,19.18,227,2,25,332.78,0,26
SUB100015,2026-04,21.11,192,2,14,450.12,0,28
SUB100911,2026-04,16.19,367,4,15,341.97,0,29
SUB100199,2026-04,11.72,169,1,10,251.95,0,27
SUB101229,2026-03,1.5,111,2,10,74.97,0,29
SUB102047,2026-03,1.68,307,1,11,219.5,0,28
SUB101502,2026-04,1.75,169,1,11,273.04,0,28
SUB100258,2026-07,18.15,240,2,13,511.75,0,29
SUB102720,2026-06,1.07,376,5,7,218.19,0,28
SUB100852,2026-03,6.84,347,0,12,176.43,0,27
SUB101772,2026-04,18.61,247,2,5,442.29,0,28
SUB101112,2026-05,5.9,541,6,10,228.21,0,26
SUB101536,2026-07,19.49,161,4,10,466.44,0,26
SUB100953,2026-07,1.14,264,2,9,139.11,0,29
SUB102678,2026-03,2.32,116,4,9,201.74,0,27
SUB103013,2026-02,8.22,195,0,18,264.54,0,30
SUB102907,2026-03,8.99,347,0,5,186.68,0,28
SUB101370,2026-07,4.69,99,0,12,134.22,0,30
SUB103036,2026-05,3.14,251,0,16,121.08,0,27
SUB101642,2026-07,8.13,266,3,5,172.82,0,30
SUB101811,2026-05,3.64,375,2,9,142.26,0,27
SUB102115,2026-05,1.01,163,1,7,139.54,0,29
SUB100110,2026-07,5.93,88,0,12,192.12,0,28
SUB102755,2026-07,2.34,72,5,5,254.57,0,29
SUB102694,2026-03,11.49,152,1,18,300.24,1,29
SUB101029,2026-03,1.76,217,2,7,102.78,0,26
SUB100288,2026-02,0.64,130,2,5,159.82,0,30
SUB101363,2026-05,1.48,209,3,9,139.67,0,30
SUB101109,2026-02,6.24,145,1,17,172.0,0,28
SUB100114,2026-02,6.27,76,1,10,207.17,1,27
SUB101640,2026-04,0.82,541,1,14,161.01,0,30
SUB101317,2026-06,6.1,147,2,10,282.36,0,29
SUB103033,2026-02,17.57,103,2,6,302.41,0,28
SUB100975,2026-02,2.78,273,1,4,177.63,0,26
SUB100517,2026-03,1.55,122,3,18,157.38,0,27
SUB101712,2026-04,6.45,372,3,13,352.63,1,29
SUB102318,2026-04,13.97,560,2,9,417.33,0,30
SUB100977,2026-03,6.39,273,2,14,342.36,0,29
SUB101364,2026-03,1.67,95,1,4,85.1,0,29
SUB102393,2026-03,3.07,45,1,15,85.22,0,28
SUB100673,2026-07,4.07,517,3,12,116.0,0,27
SUB101917,2026-05,43.92,160,4,10,550.75,0,30
SUB100998,2026-03,9.26,324,1,12,160.23,0,28
SUB100806,2026-02,4.33,179,2,12,257.35,1,27
SUB101185,2026-07,8.29,51,1,9,115.37,0,30
SUB102562,2026-03,3.03,102,2,4,201.82,1,26
SUB102199,2026-04,6.46,175,2,18,190.57,0,28
SUB101855,2026-07,2.8,108,2,16,285.57,0,26
SUB101296,2026-02,3.39,28,0,4,190.68,1,29
SUB102702,2026-03,10.59,450,0,5,206.39,0,28
SUB102212,2026-02,4.35,82,0,17,311.43,0,30
SUB102119,2026-05,9.73,359,1,10,250.77,0,28
SUB100593,2026-06,22.47,249,2,7,435.68,0,26
SUB100310,2026-02,7.18,280,1,18,158.58,0,30
SUB101970,2026-06,11.96,283,4,12,334.89,0,28
SUB101279,2026-07,3.21,80,1,7,136.43,0,26
SUB100769,2026-06,22.12,304,0,11,485.73,0,30
SUB102498,2026-07,3.27,243,3,11,255.35,0,29
SUB100430,2026-07,6.37,359,1,8,147.59,0,26
SUB101187,2026-07,6.51,336,2,18,291.95,0,27
SUB102456,2026-05,6.19,74,6,9,145.62,0,27
SUB100697,2026-06,7.57,74,4,12,201.24,0,30
SUB101353,2026-04,13.68,102,2,5,364.58,1,26
SUB101247,2026-06,1.32,28,5,6,225.03,0,27
SUB102571,2026-02,1.3,195,3,18,289.42,0,29
SUB102475,2026-05,28.85,154,1,12,495.54,0,29
SUB101489,2026-04,3.73,147,3,13,151.43,0,28
SUB100719,2026-02,3.13,99,2,9,138.11,0,30
SUB101799,2026-02,13.45,724,0,16,550.54,0,26
SUB101649,2026-03,8.22,339,3,16,181.88,0,27
SUB101866,2026-03,7.04,167,1,8,192.34,0,30
SUB100084,2026-06,1.48,64,6,17,133.26,0,29
SUB101375,2026-07,8.04,193,1,6,236.41,0,27
SUB102803,2026-04,0.91,72,1,10,287.36,0,27
SUB102484,2026-07,1.31,243,2,5,86.5,0,29
SUB103069,2026-04,4.84,478,0,20,451.31,0,26
SUB100941,2026-04,2.99,360,0,7,249.77,0,27
SUB103062,2026-05,3.99,61,4,11,168.19,0,29
SUB101193,2026-02,13.91,268,1,6,400.62,0,30
SUB102723,2026-03,12.42,206,2,8,410.54,0,28
SUB101501,2026-06,0.72,194,1,10,178.12,0,27
SUB103194,2026-05,20.68,231,2,12,353.63,0,27
SUB103017,2026-05,21.48,460,5,11,379.98,0,27
SUB101402,2026-03,7.91,344,0,14,261.94,0,28
SUB101175,2026-05,5.77,353,4,20,198.96,0,27
SUB100207,2026-04,3.72,492,1,11,145.2,0,28
SUB102626,2026-04,12.63,173,1,9,400.75,0,30
SUB102377,2026-07,9.32,200,2,7,252.31,0,28
SUB100797,2026-05,3.17,217,1,13,117.67,0,30
SUB100885,2026-07,7.19,260,4,13,223.79,1,26
SUB101112,2026-04,6.26,488,2,7,239.41,0,30
SUB102676,2026-05,3.91,282,1,11,195.71,0,29
SUB103025,2026-06,8.25,283,2,23,180.62,0,29
SUB101270,2026-06,14.95,961,2,3,340.73,0,29
SUB102548,2026-04,1.9,115,3,7,153.02,0,30
SUB100782,2026-07,4.78,109,4,13,243.88,0,27
SUB100751,2026-06,5.89,158,1,11,182.09,1,27
SUB101165,2026-04,7.91,232,3,11,201.46,1,29
SUB102292,2026-04,4.96,171,1,12,108.59,0,30
SUB102073,2026-06,5.86,283,2,13,169.41,0,28
SUB101160,2026-04,8.24,206,0,2,104.97,0,26
SUB100619,2026-05,4.06,344,2,17,216.49,0,26
SUB100678,2026-06,10.31,52,1,16,282.15,0,27
SUB101310,2026-07,8.46,127,1,14,166.61,0,26
SUB102556,2026-03,10.51,235,1,10,208.83,0,29
SUB101370,2026-02,8.96,68,0,9,144.47,1,30
SUB100477,2026-04,8.4,26,1,11,265.25,0,28
SUB103066,2026-05,5.65,258,0,20,133.55,0,29
SUB101802,2026-03,1.79,261,3,12,111.24,0,30
SUB103142,2026-06,1.49,62,2,10,193.09,0,26
SUB103136,2026-06,5.4,586,0,4,237.98,0,28
SUB101242,2026-04,9.79,694,3,4,262.29,0,30
SUB100790,2026-07,2.51,461,0,8,148.74,0,30
SUB101924,2026-04,1.02,56,2,9,110.22,0,26
SUB101870,2026-04,17.62,411,1,5,248.32,0,26
SUB102696,2026-04,5.01,174,1,11,259.61,0,30
SUB102595,2026-02,4.64,360,1,10,166.01,0,28
SUB101039,2026-03,29.97,106,0,11,298.24,0,26
SUB102867,2026-03,2.23,102,2,14,133.78,0,29
SUB102707,2026-02,28.82,61,1,11,420.01,0,27
SUB100216,2026-06,2.05,260,3,2,227.61,0,29
SUB100336,2026-02,4.73,103,2,10,245.8,0,30
SUB102829,2026-06,19.14,79,2,14,536.47,1,27
SUB100180,2026-02,8.62,117,2,18,145.74,0,26
SUB101069,2026-03,10.02,1297,5,6,342.07,0,27
SUB101459,2026-06,1.01,82,1,10,210.4,0,30
SUB102778,2026-07,16.28,271,2,14,314.24,0,28
