customer_id,region,plan_type,contract_type,tenure_months,age,device_type,autopay_flag,intl_pack_flag,avg_monthly_gb,avg_voice_min,avg_sms,monthly_charges,total_charges,complaints_6m,avg_resolution_hours,dropped_call_rate,avg_data_speed_mbps,days_since_last_recharge,retention_call_flag,arpu,churn
TEL-12301,Central,Postpaid,Monthly,11,34.0,Smartphone-Premium,0,0,4.7,160,7,298.53,3383.66,1,19.8,3.52,24.2,27,1,296.19,1
TEL-12302,North,Prepaid,Monthly,20,18.0,Smartphone-Premium,1,0,33.5,183,6,365.04,8192.35,0,0.0,2.55,18.6,17,0,424.58,0
TEL-12303,North,Prepaid,Monthly,13,27.0,Smartphone-Premium,0,0,36.7,113,9,342.38,4846.45,2,11.1,3.39,28.0,13,0,360.5,1
TEL-12304,North,Prepaid,Monthly,24,26.0,Smartphone-Budget,0,0,23.2,370,13,310.37,6693.19,1,20.4,0.88,12.3,9,0,271.47,0
TEL-12305,North,Postpaid,Monthly,57,46.0,Smartphone-Premium,0,0,14.1,292,11,287.44,18857.64,1,21.0,1.34,1.2,19,0,344.41,0
TEL-12306,South,Postpaid,Monthly,10,33.0,Smartphone-Budget,0,0,3.5,162,7,246.63,3054.45,0,0.0,6.47,23.8,9,0,294.65,0
TEL-12307,North,Prepaid,Annual,20,39.0,Smartphone-Budget,0,1,14.1,468,6,362.73,12157.95,1,33.7,7.4,19.9,2,0,626.61,0
TEL-12308,South,Postpaid,Monthly,11,24.0,Feature,0,0,3.2,186,9,214.92,2900.61,2,29.1,3.29,23.7,1,0,272.6,0
TEL-12309,West,Postpaid,Annual,1,38.0,Smartphone-Budget,1,0,6.1,95,4,334.64,334.18,0,0.0,4.76,24.5,10,0,333.99,0
TEL-12310,Central,Prepaid,Monthly,50,44.0,Smartphone-Budget,0,0,19.6,331,20,342.79,18930.24,0,0.0,7.63,27.2,3,0,388.22,0
TEL-12311,West,Prepaid,Annual,4,29.0,Smartphone-Budget,0,0,10.8,458,17,257.5,1080.13,0,0.0,1.71,25.6,4,0,267.66,0
TEL-12312,North,Postpaid,Monthly,5,30.0,Smartphone-Budget,0,0,4.2,163,11,234.73,1231.93,3,7.2,1.66,31.0,10,0,247.65,0
TEL-12313,East,Prepaid,Monthly,33,32.0,Smartphone-Budget,0,1,21.6,437,9,463.78,17992.65,0,0.0,0.26,25.3,6,1,544.01,0
TEL-12314,Central,Prepaid,Monthly,14,29.0,Smartphone-Premium,1,0,24.8,312,20,287.13,5472.36,1,43.2,2.72,4.0,2,1,407.87,1
TEL-12315,West,Postpaid,Annual,41,51.0,Feature,0,0,14.0,337,9,369.93,14858.35,4,15.2,2.3,31.9,8,1,376.85,1
TEL-12316,South,Prepaid,Monthly,7,30.0,Smartphone-Premium,0,0,3.3,117,9,110.78,673.33,0,0.0,1.76,20.8,10,0,96.3,0
TEL-12317,East,Prepaid,Monthly,23,53.0,Smartphone-Budget,0,0,10.9,359,12,216.05,4746.57,1,39.4,4.19,23.5,7,1,204.03,1
TEL-12318,North,Prepaid,Monthly,10,22.0,Smartphone-Budget,1,0,4.0,116,9,85.62,1395.03,0,0.0,3.43,35.7,7,0,136.45,0
TEL-12319,Central,Prepaid,Monthly,22,23.0,Smartphone-Premium,0,0,3.6,85,9,123.98,2728.87,1,8.7,4.51,16.5,2,1,125.95,1
TEL-12320,Central,Prepaid,Monthly,13,18.0,Smartphone-Premium,0,0,2.9,213,8,189.01,3245.18,1,12.6,2.1,17.0,13,0,249.23,0
TEL-12321,Central,Postpaid,Monthly,8,31.0,Smartphone-Premium,0,0,27.1,248,6,488.41,3964.19,0,0.0,3.06,15.4,2,0,482.55,0
TEL-12322,West,Postpaid,Monthly,13,35.0,Smartphone-Premium,0,0,4.5,137,13,309.64,3974.97,1,23.1,0.92,24.3,14,1,301.79,1
TEL-12323,East,Postpaid,Monthly,2,25.0,Smartphone-Budget,0,0,39.5,199,8,591.94,1347.62,2,12.2,1.0,24.7,28,0,626.57,0
TEL-12324,South,Postpaid,Monthly,63,34.0,Smartphone-Budget,1,0,17.7,263,14,459.48,28256.89,3,16.1,2.99,33.9,12,0,432.41,0
TEL-12325,Central,Prepaid,Annual,5,22.0,Smartphone-Premium,0,0,1.5,211,7,79.0,404.35,2,4.1,4.27,14.2,3,0,87.93,0
TEL-12326,North,Prepaid,Monthly,47,29.0,Smartphone-Premium,0,0,11.3,238,22,242.83,10614.06,1,58.7,3.92,25.4,13,1,211.43,1
TEL-12327,West,Prepaid,Annual,1,58.0,Smartphone-Budget,0,0,1.0,611,30,188.4,256.54,3,5.4,1.14,,19,1,255.93,1
TEL-12328,North,Prepaid,Annual,26,42.0,Smartphone-Budget,0,0,1.7,268,39,123.47,2527.39,1,17.9,0.68,25.3,1,0,99.87,0
TEL-12329,North,Prepaid,Monthly,17,44.0,Smartphone-Budget,0,0,11.0,201,10,232.96,4870.01,2,37.5,6.14,28.5,5,0,283.25,0
TEL-12330,South,Prepaid,Monthly,63,38.0,Smartphone-Budget,0,0,9.0,337,12,190.68,11093.03,1,5.4,1.65,28.5,8,0,174.81,0
TEL-12331,East,Postpaid,Monthly,50,68.0,Smartphone-Budget,0,0,2.0,764,30,408.32,25304.6,0,0.0,3.66,23.6,57,0,526.72,0
TEL-12332,North,Prepaid,Annual,71,29.0,Smartphone-Budget,0,0,14.3,272,20,216.46,17511.24,0,0.0,15.36,20.0,6,0,240.71,0
TEL-12333,Central,Prepaid,Annual,12,34.0,Smartphone-Budget,0,1,45.4,164,11,649.35,8341.03,1,39.1,2.5,17.6,20,0,693.15,0
TEL-12334,South,Prepaid,Monthly,29,37.0,Smartphone-Budget,0,0,19.0,361,7,271.58,8378.86,0,0.0,3.67,31.9,21,0,277.76,0
TEL-12335,West,Prepaid,Monthly,61,56.0,Smartphone-Budget,0,1,3.1,345,30,352.42,24543.01,1,26.4,5.39,29.9,25,1,405.52,1
TEL-12336,South,Prepaid,Annual,29,19.0,Smartphone-Premium,0,1,16.2,204,8,422.18,17606.52,1,3.8,3.14,25.2,21,0,599.66,0
TEL-12337,South,Prepaid,Monthly,9,18.0,Feature,1,0,4.1,153,9,142.03,1428.36,0,0.0,1.13,27.5,14,0,161.89,0
TEL-12338,Central,Prepaid,Monthly,29,32.0,Smartphone-Budget,0,0,12.9,291,12,224.76,7660.27,2,18.4,5.14,17.4,13,0,254.56,0
TEL-12339,East,Prepaid,Monthly,10,18.0,Smartphone-Budget,0,0,5.0,226,11,174.74,3244.61,1,8.9,1.94,43.0,5,1,321.04,1
TEL-12340,Central,Prepaid,Monthly,31,35.0,Smartphone-Budget,0,0,18.0,213,15,250.29,8478.6,1,23.3,0.76,6.6,10,0,271.52,0
TEL-12341,South,Prepaid,Monthly,18,34.0,Smartphone-Premium,0,0,37.5,258,3,530.2,9309.0,0,0.0,7.77,32.3,1,1,516.15,1
TEL-12342,North,Postpaid,Two-Year,9,18.0,Smartphone-Premium,1,0,40.2,213,1,604.44,5356.89,1,18.0,4.49,30.8,4,0,601.25,0
TEL-12343,West,Prepaid,Monthly,26,52.0,Smartphone-Budget,1,0,2.1,691,31,166.95,5029.56,3,7.8,3.84,20.5,29,1,208.37,1
TEL-12344,South,Prepaid,Annual,6,34.0,Smartphone-Budget,0,1,4.8,177,8,334.19,2937.93,2,60.6,4.24,20.3,8,1,512.97,0
TEL-12345,West,Postpaid,Annual,17,58.0,Feature,0,0,2.1,511,35,306.12,4726.23,2,,8.28,29.4,6,0,270.54,0
TEL-12346,North,Postpaid,Monthly,20,28.0,Smartphone-Budget,1,0,29.0,156,5,477.08,10224.64,3,50.0,5.15,30.1,4,0,479.53,0
TEL-12347,West,Prepaid,Monthly,23,44.0,Smartphone-Budget,0,0,16.8,276,12,332.69,9959.6,1,41.1,5.13,33.4,19,1,434.16,1
TEL-12348,South,Prepaid,Annual,30,46.0,Smartphone-Budget,0,0,2.7,356,37,154.35,7125.73,0,0.0,2.15,27.5,7,0,231.81,0
TEL-12349,South,Prepaid,Annual,28,37.0,Smartphone-Budget,0,0,7.2,385,15,260.21,6852.29,0,0.0,6.34,29.5,9,0,248.06,0
TEL-12350,South,Prepaid,Annual,8,43.0,Smartphone-Premium,0,0,40.0,277,3,493.55,3933.7,1,40.5,10.45,27.6,30,0,503.17,0
TEL-12351,North,Prepaid,Monthly,72,58.0,Feature,0,0,1.9,850,33,177.48,13487.61,1,32.0,1.73,13.2,11,1,176.64,1
TEL-12352,North,Prepaid,Annual,57,42.0,Smartphone-Premium,1,0,20.9,243,11,399.24,28155.07,1,41.3,0.97,24.1,12,0,476.06,0
TEL-12353,West,Postpaid,Two-Year,45,31.0,Smartphone-Budget,0,0,20.2,389,14,425.2,22488.22,2,14.0,3.35,21.5,3,0,506.37,0
TEL-12354,North,Prepaid,Monthly,63,48.0,Smartphone-Premium,0,0,15.0,414,10,247.67,14667.11,1,11.3,2.27,,12,0,214.47,0
TEL-12355,South,Prepaid,Annual,1,51.0,Smartphone-Budget,0,0,1.9,637,38,190.57,243.76,0,0.0,4.18,23.4,3,0,252.5,0
TEL-12356,South,Postpaid,Annual,53,44.0,Smartphone-Premium,1,0,18.3,308,18,446.49,26031.29,0,0.0,1.11,41.9,40,0,506.04,0
TEL-12357,South,Postpaid,Two-Year,4,48.0,Smartphone-Budget,0,0,2.3,392,35,266.78,1170.41,0,0.0,4.6,24.0,7,0,286.81,0
TEL-12358,East,Prepaid,Monthly,2,44.0,Smartphone-Budget,0,0,19.2,370,20,278.04,655.71,1,40.2,3.81,32.4,14,0,309.48,0
TEL-12359,Central,Postpaid,Two-Year,56,28.0,Smartphone-Premium,0,1,7.9,274,18,477.57,27289.36,1,26.9,5.58,6.7,8,0,489.91,0
TEL-12360,East,Prepaid,Monthly,10,42.0,Smartphone-Budget,0,0,12.4,302,10,274.08,2730.5,1,14.3,3.48,33.9,16,1,262.69,1
TEL-12361,West,Prepaid,Monthly,1,47.0,Smartphone-Budget,0,1,18.1,189,10,424.01,432.29,1,37.0,0.49,33.0,4,0,440.57,0
TEL-12362,Central,Postpaid,Monthly,10,48.0,Smartphone-Premium,1,0,3.2,182,16,294.52,3649.51,1,14.7,6.48,8.5,17,1,363.84,1
TEL-12363,Central,Prepaid,Monthly,16,26.0,Smartphone-Premium,0,0,25.9,201,9,270.3,4265.97,1,41.6,4.57,23.1,21,0,263.78,0
TEL-12364,West,Postpaid,Annual,7,39.0,Smartphone-Premium,0,0,3.1,181,9,274.1,2560.98,1,25.5,1.54,23.4,14,0,355.97,0
TEL-12365,Central,Prepaid,Monthly,15,29.0,Smartphone-Budget,0,0,37.2,75,6,477.27,7351.54,0,0.0,1.49,12.8,8,0,491.02,0
TEL-12366,East,Prepaid,Monthly,21,70.0,Smartphone-Budget,0,0,2.6,643,34,175.19,4704.2,0,0.0,1.56,32.5,11,0,218.92,0
TEL-12367,South,Postpaid,Monthly,27,39.0,Smartphone-Premium,1,0,12.9,454,12,343.27,10601.01,3,27.1,9.41,36.3,3,0,368.87,0
TEL-12368,Central,Prepaid,Annual,2,33.0,Smartphone-Premium,0,0,4.3,103,10,106.1,262.31,0,0.0,8.33,,23,1,134.64,1
TEL-12369,Central,Postpaid,Two-Year,21,38.0,Smartphone-Premium,0,0,37.1,227,8,526.06,14042.65,0,0.0,0.83,9.8,3,0,660.82,0
TEL-12370,Central,Postpaid,Monthly,72,64.0,Smartphone-Budget,1,0,1.4,469,23,267.07,22459.19,1,10.9,5.0,15.1,33,0,294.62,0
TEL-12371,North,Prepaid,Monthly,7,40.0,Smartphone-Premium,0,0,2.3,89,8,93.76,801.77,0,0.0,3.89,19.8,17,0,111.77,0
TEL-12372,South,Prepaid,Monthly,36,41.0,Feature,1,0,2.4,773,34,267.61,10622.29,0,0.0,0.53,37.4,1,0,285.95,0
TEL-12373,East,Prepaid,Monthly,15,62.0,Feature,0,0,2.5,413,30,157.7,2565.15,1,26.7,0.53,20.9,16,0,172.77,0
TEL-12374,South,Postpaid,Annual,12,18.0,Smartphone-Budget,1,0,6.0,113,11,292.75,3285.71,0,0.0,1.15,25.3,5,1,290.26,1
TEL-12375,West,Postpaid,Annual,54,35.0,Smartphone-Premium,1,0,16.3,335,10,329.63,17023.34,2,55.0,2.16,16.6,8,0,321.92,0
TEL-12376,North,Prepaid,Monthly,10,31.0,Smartphone-Budget,0,0,5.0,144,9,98.68,670.81,1,9.5,0.87,32.7,3,0,70.0,0
TEL-12377,South,Prepaid,Monthly,14,19.0,Smartphone-Premium,0,0,3.5,152,18,172.52,2947.52,0,0.0,1.49,,30,0,211.25,0
TEL-12378,East,Prepaid,Monthly,4,31.0,Smartphone-Budget,0,0,37.6,194,9,451.72,1783.53,1,54.9,3.07,26.6,15,1,466.72,1
TEL-12379,North,Prepaid,Monthly,72,57.0,Smartphone-Budget,0,0,2.2,564,32,159.14,21042.69,1,10.2,0.75,37.5,10,0,284.39,0
TEL-12380,South,Postpaid,Monthly,17,31.0,Smartphone-Budget,1,0,4.9,194,6,262.7,4686.14,2,2.0,1.05,33.0,31,0,256.44,0
TEL-12381,East,Prepaid,Monthly,8,26.0,Smartphone-Budget,0,0,1.7,154,11,127.44,1171.82,0,0.0,2.44,33.3,12,0,141.56,0
TEL-12382,West,Postpaid,Two-Year,13,23.0,Smartphone-Budget,1,0,3.6,139,7,288.26,4573.69,1,64.2,1.16,26.5,8,1,341.46,1
TEL-12383,Central,Postpaid,Annual,3,23.0,Smartphone-Premium,0,0,3.6,93,7,268.23,1252.62,1,27.1,2.16,8.0,16,0,440.83,1
TEL-12384,North,Prepaid,Annual,27,18.0,Smartphone-Budget,0,0,22.3,311,4,303.94,9123.07,0,0.0,4.9,32.9,18,0,324.39,0
TEL-12385,North,Prepaid,Monthly,44,68.0,Smartphone-Budget,1,0,1.6,536,34,251.69,10652.94,0,0.0,8.73,38.2,9,1,253.01,1
TEL-12386,South,Postpaid,Monthly,48,40.0,Smartphone-Budget,0,0,22.1,249,18,428.5,25544.15,1,33.0,0.88,32.8,12,0,529.85,0
TEL-12387,Central,Prepaid,Monthly,14,33.0,Feature,0,0,6.4,177,7,137.81,2626.49,1,20.8,8.42,23.0,9,0,178.14,0
TEL-12388,Central,Postpaid,Two-Year,50,45.0,Smartphone-Premium,1,0,13.7,203,15,300.69,16691.27,1,8.8,2.74,7.8,10,0,334.63,0
TEL-12389,South,Prepaid,Monthly,24,19.0,Smartphone-Premium,1,0,39.7,109,8,407.37,11350.91,0,0.0,7.56,22.1,16,0,425.98,0
TEL-12390,West,Prepaid,Monthly,37,45.0,Smartphone-Budget,0,0,19.2,333,9,326.63,10948.38,2,33.3,7.49,24.3,8,1,323.58,1
TEL-12391,South,Prepaid,Monthly,9,46.0,Smartphone-Budget,0,0,16.1,259,16,245.78,2633.73,0,0.0,1.67,44.3,11,0,293.7,0
TEL-12392,East,Prepaid,Monthly,2,18.0,Smartphone-Budget,0,0,26.8,183,4,382.18,817.88,1,52.5,3.03,29.8,10,1,419.59,1
TEL-12393,North,Prepaid,Monthly,33,62.0,Feature,0,0,2.7,112,30,166.22,5470.63,2,22.0,2.79,24.1,13,1,176.81,1
TEL-12394,North,Postpaid,Two-Year,33,72.0,Feature,0,0,4.5,273,41,267.83,9229.63,0,0.0,4.09,35.5,6,0,281.26,0
TEL-12395,East,Prepaid,Monthly,5,38.0,Smartphone-Premium,0,0,3.9,121,17,193.1,921.17,1,26.7,1.13,39.9,36,0,184.24,0
TEL-12396,East,Postpaid,Monthly,17,26.0,Smartphone-Premium,1,0,33.6,35,5,485.21,10034.94,0,0.0,0.29,43.2,6,0,565.06,0
TEL-12397,Central,Postpaid,Annual,7,18.0,Smartphone-Budget,1,0,50.3,204,7,695.14,5510.88,0,0.0,1.44,10.6,7,0,746.99,0
TEL-12398,North,Prepaid,Monthly,28,31.0,Smartphone-Budget,0,1,42.1,180,12,614.58,16928.98,1,73.7,3.66,16.9,1,1,608.91,0
TEL-12399,North,Postpaid,Monthly,22,26.0,Smartphone-Premium,0,0,31.5,248,4,467.09,11217.94,2,3.7,2.63,33.4,1,0,512.5,0
TEL-12400,East,Postpaid,Monthly,32,70.0,Smartphone-Budget,0,0,0.9,473,22,271.16,10117.53,1,20.5,1.76,23.0,8,1,294.86,1
TEL-12401,West,Prepaid,Monthly,28,26.0,Smartphone-Budget,0,0,25.4,199,9,310.92,9261.5,2,13.2,0.6,32.0,25,0,315.3,0
TEL-12402,North,Prepaid,Monthly,1,38.0,Smartphone-Premium,1,0,4.7,180,8,123.43,155.32,0,0.0,3.24,26.4,1,0,150.69,0
TEL-12403,Central,Prepaid,Monthly,14,28.0,Smartphone-Budget,0,0,4.5,204,9,140.33,2191.05,0,0.0,1.65,11.8,5,0,163.83,0
TEL-12404,West,Prepaid,Monthly,8,26.0,Smartphone-Premium,1,0,4.2,181,11,179.22,1347.18,0,0.0,3.5,32.9,8,0,162.86,0
TEL-12405,South,Prepaid,Monthly,55,42.0,Smartphone-Budget,0,0,20.3,415,17,333.91,20257.13,0,0.0,10.41,25.4,13,0,370.85,0
TEL-12406,East,Prepaid,Monthly,18,52.0,Feature,0,0,1.9,475,34,186.62,2757.18,1,8.1,3.68,16.8,20,1,148.52,1
TEL-12407,Central,Prepaid,Monthly,15,29.0,Smartphone-Premium,0,0,26.7,218,7,329.15,5172.87,0,0.0,2.93,20.6,3,0,354.18,0
TEL-12408,South,Prepaid,Monthly,72,30.0,Smartphone-Budget,1,0,9.7,139,10,176.79,17870.49,1,68.9,6.57,15.4,4,0,251.4,0
TEL-12409,West,Postpaid,Monthly,11,,Smartphone-Premium,0,0,4.3,151,4,209.19,2916.53,2,11.4,1.61,16.4,5,0,268.75,0
TEL-12410,Central,Prepaid,Annual,20,37.0,Smartphone-Premium,0,0,37.4,187,8,359.58,6798.48,0,0.0,1.66,12.8,14,1,328.61,1
TEL-12411,East,Postpaid,Two-Year,69,57.0,Feature,0,0,3.4,300,33,297.62,20073.58,2,24.5,0.2,24.0,3,0,299.09,0
TEL-12412,West,Prepaid,Monthly,16,36.0,Smartphone-Budget,1,0,22.9,309,26,343.74,5357.37,1,21.1,3.36,32.6,8,0,353.5,0
TEL-12413,Central,Prepaid,Monthly,11,27.0,Feature,0,0,5.7,146,6,177.43,1784.87,2,40.7,4.88,12.2,22,0,162.8,1
TEL-12414,Central,Prepaid,Monthly,43,39.0,Smartphone-Premium,0,1,25.3,327,11,470.79,22943.95,1,10.8,5.13,20.6,10,0,535.98,0
TEL-12415,South,Prepaid,Monthly,2,31.0,Smartphone-Budget,0,0,5.3,163,6,153.87,327.15,1,22.9,3.14,20.9,13,0,155.59,1
TEL-12416,South,Prepaid,Monthly,27,61.0,Smartphone-Premium,0,0,17.2,413,18,329.72,10185.55,0,0.0,0.42,27.8,26,0,364.23,0
TEL-12417,East,Postpaid,Annual,72,27.0,Smartphone-Premium,1,0,13.6,324,16,463.63,35352.91,4,24.8,4.38,10.1,1,0,478.22,0
TEL-12418,South,Postpaid,Annual,23,26.0,Smartphone-Budget,0,0,28.5,184,6,499.86,12313.94,2,9.5,0.8,33.5,36,0,514.09,0
TEL-12419,East,Prepaid,Monthly,10,23.0,Smartphone-Budget,0,0,2.6,172,12,145.91,2024.32,0,0.0,1.83,17.4,6,1,209.47,1
TEL-12420,West,Prepaid,Monthly,5,23.0,Smartphone-Budget,0,0,2.6,149,14,191.88,1085.8,0,0.0,0.58,19.3,11,0,224.81,0
TEL-12421,West,Postpaid,Annual,33,18.0,Smartphone-Premium,1,0,30.7,214,8,503.91,15216.52,2,14.0,3.01,26.5,7,0,493.24,0
TEL-12422,East,Prepaid,Monthly,22,34.0,Smartphone-Budget,0,0,23.9,400,19,364.79,8368.03,0,0.0,1.88,21.7,14,0,397.6,0
TEL-12423,East,Prepaid,Monthly,1,44.0,Feature,0,0,11.7,171,15,169.91,169.76,0,0.0,1.0,33.2,4,0,175.75,0
TEL-12424,Central,Postpaid,Monthly,1,63.0,Feature,1,0,2.5,648,31,334.05,475.59,1,6.4,8.31,1.2,12,0,462.45,0
TEL-12425,East,Prepaid,Annual,60,50.0,Smartphone-Budget,0,0,17.3,219,15,261.67,16395.67,0,0.0,2.55,35.1,8,0,264.74,0
TEL-12426,South,Postpaid,Two-Year,26,40.0,Smartphone-Budget,1,0,20.0,373,14,436.81,11167.19,1,34.1,0.46,32.8,2,0,441.39,0
TEL-12427,South,Prepaid,Monthly,19,38.0,Smartphone-Premium,1,1,3.6,178,9,313.93,6948.44,0,0.0,3.14,33.8,3,0,335.25,0
TEL-12428,West,Prepaid,Monthly,59,40.0,Smartphone-Budget,0,1,9.5,248,16,388.82,28350.1,1,56.6,2.75,20.4,11,0,486.32,0
TEL-12429,South,Prepaid,Monthly,56,42.0,Smartphone-Budget,0,0,13.6,222,17,266.21,15656.84,0,0.0,3.38,26.9,29,0,276.02,0
TEL-12430,Central,Postpaid,Annual,2,18.0,Smartphone-Premium,1,0,40.5,120,6,519.99,1227.92,1,41.8,4.86,3.3,8,0,570.87,0
TEL-12431,South,Postpaid,Monthly,29,51.0,Feature,1,0,1.6,545,21,311.17,11348.56,1,30.8,1.29,38.3,2,0,388.23,0
TEL-12432,South,Postpaid,Two-Year,5,31.0,Smartphone-Budget,0,0,3.6,78,11,226.94,994.56,1,30.9,3.03,23.9,6,0,202.5,0
TEL-12433,Central,Prepaid,Monthly,14,43.0,Smartphone-Budget,0,0,4.2,218,12,205.52,2806.89,0,0.0,0.68,24.9,41,0,204.83,0
TEL-12434,Central,Postpaid,Annual,9,26.0,Smartphone-Budget,1,0,3.9,153,10,326.61,3097.79,0,0.0,0.5,3.0,10,0,337.69,0
TEL-12435,North,Postpaid,Annual,72,57.0,Feature,1,0,2.6,514,39,267.74,18641.01,0,0.0,2.12,37.9,5,0,271.31,0
TEL-12436,Central,Postpaid,Monthly,1,24.0,Smartphone-Budget,0,0,2.6,96,12,270.99,253.8,0,0.0,0.61,3.3,2,1,261.37,1
TEL-12437,South,Prepaid,Annual,7,31.0,Smartphone-Budget,0,1,13.0,356,20,436.87,3538.54,1,14.0,3.44,21.5,18,0,546.52,0
TEL-12438,West,Prepaid,Monthly,9,23.0,Smartphone-Premium,0,0,24.6,108,4,279.18,2265.96,1,13.1,3.03,23.4,4,0,253.6,0
TEL-12439,East,Postpaid,Monthly,10,34.0,Smartphone-Budget,1,0,23.5,153,3,484.28,5446.41,2,13.1,2.22,23.9,17,0,539.18,0
TEL-12440,South,Postpaid,Monthly,12,38.0,Smartphone-Premium,1,0,6.4,175,13,217.55,2600.45,0,0.0,3.42,27.3,12,0,235.67,0
TEL-12441,West,Prepaid,Monthly,1,18.0,Smartphone-Budget,0,0,4.6,104,10,141.92,128.8,0,0.0,3.84,32.0,6,0,133.13,0
TEL-12442,North,Postpaid,Monthly,10,32.0,Feature,1,0,3.8,135,5,343.45,3308.86,0,0.0,3.14,38.3,8,0,311.39,0
TEL-12443,Central,Prepaid,Monthly,2,35.0,Smartphone-Premium,0,0,30.3,194,7,384.12,777.48,0,0.0,6.3,22.1,10,0,389.98,0
TEL-12444,West,Prepaid,Monthly,29,38.0,Feature,0,0,13.8,484,15,281.58,9211.39,2,12.9,2.17,22.3,0,0,298.84,0
TEL-12445,South,Postpaid,Monthly,72,52.0,Smartphone-Budget,0,0,3.1,380,36,294.21,18322.46,0,0.0,4.66,30.0,17,0,261.1,0
TEL-12446,South,Postpaid,Annual,6,55.0,Smartphone-Budget,0,1,12.7,212,16,501.71,3241.63,2,14.7,1.33,33.6,17,0,561.66,0
TEL-12447,West,Prepaid,Monthly,8,32.0,Smartphone-Premium,0,0,4.7,212,9,140.74,1608.65,0,0.0,10.05,24.3,10,1,200.36,1
TEL-12448,West,Prepaid,Monthly,24,41.0,Smartphone-Budget,0,0,17.3,332,25,274.69,8572.89,2,10.1,0.65,30.7,4,0,344.18,0
TEL-12449,North,Prepaid,Monthly,53,53.0,Smartphone-Premium,0,0,21.1,249,12,329.14,17947.6,1,9.3,0.4,18.4,12,0,335.83,0
TEL-12450,North,Postpaid,Monthly,10,28.0,Smartphone-Budget,0,0,4.7,165,9,277.33,2981.28,3,15.9,7.35,24.3,12,0,296.78,1
TEL-12451,East,Postpaid,Monthly,72,42.0,Feature,1,0,19.3,250,15,375.3,27489.56,1,20.4,2.3,35.9,21,0,389.12,0
TEL-12452,West,Prepaid,Monthly,70,50.0,Smartphone-Budget,0,1,2.8,517,29,307.74,34176.98,1,22.9,1.38,30.2,6,0,449.73,1
TEL-12453,North,Postpaid,Monthly,15,26.0,Smartphone-Premium,0,0,34.8,306,12,514.6,8811.16,0,0.0,0.95,33.7,12,0,573.62,0
TEL-12454,North,Postpaid,Two-Year,57,39.0,Smartphone-Budget,1,0,18.9,346,21,474.63,28230.41,1,11.5,4.13,17.2,6,0,489.67,0
TEL-12455,East,Postpaid,Monthly,23,25.0,Smartphone-Premium,0,0,29.8,259,5,486.93,11760.75,1,25.8,0.58,19.1,18,0,545.09,0
TEL-12456,East,Postpaid,Monthly,33,30.0,Smartphone-Premium,1,0,5.7,383,22,283.61,9539.59,0,0.0,0.96,21.9,2,0,298.58,0
TEL-12457,West,Postpaid,Annual,22,43.0,Smartphone-Premium,0,0,8.3,383,12,298.9,6714.46,1,17.4,2.64,21.7,22,0,297.94,0
TEL-12458,East,Prepaid,Monthly,47,34.0,Feature,0,0,14.3,570,14,269.47,12854.92,0,0.0,0.86,35.5,5,0,279.96,0
TEL-12459,West,Prepaid,Monthly,39,40.0,Smartphone-Budget,0,0,14.9,260,19,325.17,12684.55,0,0.0,5.33,18.0,6,0,318.01,0
TEL-12460,South,Postpaid,Annual,20,28.0,Smartphone-Budget,0,0,28.6,216,12,540.05,10895.32,1,29.7,2.64,36.7,8,0,590.43,0
TEL-12461,North,Prepaid,Monthly,62,42.0,Feature,0,1,7.9,264,12,353.05,20775.12,2,26.3,1.72,32.6,5,0,338.8,0
TEL-12462,South,Prepaid,Monthly,67,52.0,Smartphone-Budget,0,0,12.7,250,15,204.67,16689.07,0,0.0,3.02,15.4,31,0,243.96,0
TEL-12463,West,Prepaid,Monthly,3,41.0,Smartphone-Budget,0,0,1.9,187,9,79.0,202.27,1,29.7,2.43,19.7,6,1,70.0,1
TEL-12464,East,Prepaid,Monthly,72,40.0,Smartphone-Premium,0,0,16.2,346,17,224.79,16465.59,0,0.0,2.55,24.1,7,0,222.42,0
TEL-12465,South,Prepaid,Annual,49,47.0,Smartphone-Budget,0,0,2.2,437,25,142.87,8351.66,0,0.0,1.58,28.5,3,0,162.7,0
TEL-12466,North,Postpaid,Monthly,36,28.0,Smartphone-Premium,0,0,15.8,384,16,389.79,14261.79,1,11.3,7.82,25.7,13,1,367.82,1
TEL-12467,Central,Prepaid,Monthly,22,18.0,Smartphone-Premium,0,0,30.6,178,7,394.99,8917.54,1,8.6,3.3,1.2,2,0,404.07,0
TEL-12468,West,Prepaid,Monthly,19,29.0,Smartphone-Premium,0,1,31.2,254,7,514.26,12121.18,4,39.8,1.59,12.2,13,0,650.61,0
TEL-12469,North,Prepaid,Monthly,36,66.0,Feature,0,0,2.6,384,39,156.94,10251.55,2,16.5,4.35,9.7,47,1,294.38,1
TEL-12470,Central,Prepaid,Monthly,45,47.0,Smartphone-Budget,0,0,20.9,425,12,278.67,11647.41,1,14.8,1.67,19.2,2,0,256.32,0
TEL-12471,South,Postpaid,Two-Year,14,58.0,Smartphone-Budget,1,0,17.0,222,16,402.55,6760.8,0,0.0,5.67,11.2,7,0,517.99,0
TEL-12472,East,Prepaid,Monthly,5,21.0,Smartphone-Budget,0,0,2.6,152,10,143.12,840.95,1,43.9,2.9,25.7,7,1,169.4,1
TEL-12473,East,Prepaid,Monthly,55,41.0,Smartphone-Budget,0,0,29.5,325,8,386.25,22896.13,1,34.3,2.62,31.5,11,0,402.63,0
